시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'전기/전자	이노인스트루먼트	'215790	"182"	"71.5"
Q	일반서비스	인크로스	'216050	"1,045"	"56.8"
Q	제약	제테마	'216080	"2,385"	"70.0"
Q	'기계/장비	제너셈	'217190	"616"	"55.6"
Q	일반서비스	싸이토젠	'217330	"965"	"51.3"
Q	'기계/장비	러셀	'217500	"578"	"53.6"
Q	'기계/장비	원익피앤이	'217820	"1,338"	"60.7"
Q	'전기/전자	RFHIC	'218410	"6,091"	"62.2"
Q	'전기/전자	타이거일렉	'219130	"804"	"56.2"
Q	IT 서비스	링크제니시스	'219420	"590"	"67.0"
Q	IT 서비스	핸디소프트	'220180	"498"	"52.4"
Q	일반서비스	유투바이오	'221800	"343"	"55.2"
Q	'운송장비/부품	하이즈항공	'221840	"337"	"55.6"
Q	'음식료/담배	코스맥스엔비티	'222040	"1,031"	"55.0"
Q	'기계/장비	씨아이에스	'222080	"5,439"	"66.3"
Q	제약	팬젠	'222110	"864"	"59.3"
Q	비금속	쎄노텍	'222420	"379"	"58.0"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'전기/전자	심텍	'222800	"7,645"	"65.1"
Q	'전기/전자	에이텍모빌리티	'224110	"636"	"64.5"
Q	제약	제놀루션	'225220	"466"	"68.0"
Q	화학	케이엠제약	'225430	"167"	"61.2"
Q	'섬유/의류	패션플랫폼	'225590	"262"	"56.8"
Q	화학	본느	'226340	"407"	"65.7"
Q	건설	KH 건설	'226360	"676"	"64.6"
Q	'기계/장비	한송네오텍	'226440	"26"	"74.5"
Q	'전기/전자	엠디바이스	'226590	"1,181"	"62.4"
Q		퀀텀온	'227100	"148"	"65.0"
Q	화학	아우딘퓨쳐스	'227610	"379"	"71.0"
Q	'기계/장비	엔투텍	'227950	"647"	"90.4"
Q	'의료/정밀기기	레이	'228670	"1,281"	"72.1"
Q	'전기/전자	에치에프알	'230240	"2,333"	"66.7"
Q	'기계/장비	라온테크	'232680	"965"	"57.6"
Q	IT 서비스	아이티센피엔에스	'232830	"303"	"73.8"
K	제약	JW생명과학	'234080	"1,924"	"54.1"
Q	'운송장비/부품	폴라리스세원	'234100	"704"	"63.0"
Q	제약	녹십자웰빙	'234690	"1,731"	"53.7"
Q	'전기/전자	슈프리마	'236200	"2,558"	"63.4"
Q	일반서비스	엔비티	'236810	"502"	"65.8"
Q	제약	에스티팜	'237690	"16,364"	"60.8"
Q	'전기/전자	피앤씨테크	'237750	"295"	"67.2"
Q	화학	앤디포스	'238090	"488"	"74.0"
Q	'의료/정밀기기	얼라인드	'238120	"468"	"56.2"
Q	'음식료/담배	비피도	'238200	"269"	"68.9"
Q	'기계/장비	힘스	'238490	"386"	"65.6"
Q	화학	피엔에이치테크	'239890	"514"	"63.1"
Q	금속	유진테크놀로지	'240600	"296"	"61.1"
Q	'기계/장비	원익IPS	'240810	"12,320"	"66.1"
Q	금융	DSC인베스트먼트	'241520	"1,976"	"70.1"
K	'기계/장비	두산밥캣	'241560	"48,503"	"51.7"
Q	화학	코스메카코리아	'241710	"5,853"	"60.0"
Q	'기계/장비	티이엠씨씨엔에스	'241790	"625"	"63.7"
Q	제약	피씨엘	'241820	"179"	"72.8"
Q	'오락/문화	에이스토리	'241840	"1,144"	"68.7"
Q	제약	휴온스	'243070	"3,390"	"52.8"
K	금융	에이플러스에셋	'244920	"1,393"	"64.4"
Q	일반서비스	에스엘에스바이오	'246250	"302"	"61.6"
Q	금융	TS인베스트먼트	'246690	"728"	"60.2"
Q	제약	티앤알바이오팹	'246710	"1,123"	"73.3"
Q	제약	SCL사이언스	'246960	"850"	"64.8"
Q	'전기/전자	나노씨엠에스	'247660	"250"	"73.7"
K	제약	일동제약	'249420	"3,440"	"60.7"
Q	IT 서비스	모비스	'250060	"830"	"66.6"
Q	화학	예선테크	'250930	"175"	"61.4"
Q	제약	바이오에프디엔씨	'251120	"1,490"	"65.7"
Q	화학	와이엠티	'251370	"1,664"	"58.2"
Q	화학	세화피앤씨	'252500	"336"	"68.7"
Q	'기계/장비	자비스	'254120	"478"	"70.0"
Q	비금속	SG	'255220	"2,198"	"70.7"
Q	'기계/장비	한독크린텍	'256150	"520"	"50.7"
Q	'기계/장비	킵스파마	'256940	"2,907"	"74.7"
Q	'기계/장비	피엔티엠에스	'257370	"348"	"59.8"
Q	유통	실리콘투	'257720	"33,094"	"52.3"
Q	금속	케일럼	'258610	"456"	"58.0"
Q	IT 서비스	소프트캠프	'258790	"305"	"73.0"
Q	'기계/장비	엠플러스	'259630	"965"	"73.6"
K	IT 서비스	크래프톤	'259960	"173,679"	"56.6"
Q	제약	알리코제약	'260660	"640"	"58.2"
Q	'음식료/담배	에스앤디	'260970	"3,217"	"54.9"
Q	'의료/정밀기기	덴티스	'261200	"1,100"	"68.4"
Q	일반서비스	차백신연구소	'261780	"831"	"58.7"
Q	'전기/전자	에이프로	'262260	"874"	"59.7"
Q	IT 서비스	아이퀘스트	'262840	"500"	"55.2"
Q	화학	디케이앤디	'263020	"430"	"64.6"
Q	'의료/정밀기기	디알젬	'263690	"621"	"52.9"
Q	일반서비스	케어랩스	'263700	"638"	"68.0"
Q	'오락/문화	디앤씨미디어	'263720	"2,201"	"52.9"
Q	IT 서비스	펄어비스	'263750	"25,089"	"58.2"
Q	'전기/전자	상신전자	'263810	"430"	"54.3"
Q	IT 서비스	지니언스	'263860	"1,712"	"55.7"
Q	'전기/전자	유비쿼스	'264450	"1,152"	"56.8"
Q	'기계/장비	씨앤지하이테크	'264660	"1,273"	"60.3"
Q	'전기/전자	이랜시스	'264850	"1,445"	"60.8"
Q	'기계/장비	AP시스템	'265520	"2,552"	"71.7"
K	금융	HD현대	'267250	"96,293"	"52.3"
K	'전기/전자	HD현대일렉트릭	'267260	"155,003"	"60.9"
K	'기계/장비	HD현대건설기계	'267270	"12,240"	"57.9"
Q	'기계/장비	나인테크	'267320	"2,176"	"72.5"
Q	'전기/전자	에브리봇	'270660	"2,001"	"64.9"
K	'음식료/담배	오리온	'271560	"44,043"	"56.2"
Q	'전기/전자	케이엔제이	'272110	"1,388"	"73.1"
Q	'전기/전자	이녹스첨단소재	'272290	"4,521"	"60.5"
Q	일반서비스	와이즈버즈	'273060	"559"	"53.7"
Q	'운송장비/부품	켄코아에어로스페이스	'274090	"1,726"	"72.8"
Q	IT 서비스	이노시뮬레이션	'274400	"380"	"71.1"
Q	'음식료/담배	인산가	'277410	"494"	"72.6"
Q	'기계/장비	레인보우로보틱스	'277810	"53,738"	"54.0"
Q	'기계/장비	티에스아이	'277880	"1,065"	"60.7"
K	화학	에이피알	'278470	"49,576"	"63.9"
Q	IT 서비스	미디어젠	'279600	"506"	"60.8"
Q	화학	레이크머티리얼즈	'281740	"8,039"	"56.2"
K	화학	SK케미칼	'285130	"10,231"	"57.1"
Q	일반서비스	인투셀	'287840	"5,190"	"68.8"
Q	'전기/전자	에스퓨얼셀	'288620	"807"	"61.2"
Q	IT 서비스	모아데이타	'288980	"433"	"64.9"
Q	'오락/문화	아이스크림에듀	'289010	"278"	"61.7"
Q	금융	SV인베스트먼트	'289080	"867"	"73.4"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'오락/문화	자이언트스텝	'289220	"1,600"	"60.5"
Q	'전기/전자	웨이비스	'289930	"1,338"	"70.5"
Q	화학	대유	'290380	"568"	"72.7"
Q	제약	엘앤씨바이오	'290650	"7,484"	"68.1"
Q	'의료/정밀기기	네오펙트	'290660	"411"	"69.6"
Q	'전기/전자	액트로	'290740	"522"	"52.7"
Q	IT 서비스	핀텔	'291810	"247"	"52.6"
Q	일반서비스	압타바이오	'293780	"2,043"	"70.7"
Q	IT 서비스	쿠콘	'294570	"3,220"	"66.2"
K	건설	HDC현대산업개발	'294870	"16,675"	"53.8"
Q	금속	에이치브이엠	'295310	"2,999"	"51.9"
Q	IT 서비스	이노룰스	'296640	"396"	"61.5"
Q	'전기/전자	알로이스	'297570	"317"	"63.2"
Q	'기계/장비	HB솔루션	'297890	"1,763"	"71.2"
K	화학	효성티앤씨	'298020	"10,776"	"57.1"
K	'전기/전자	효성중공업	'298040	"63,407"	"55.9"
K	화학	HS효성첨단소재	'298050	"8,687"	"52.4"
Q	제약	에스씨엠생명과학	'298060	"244"	"74.7"
Q	제약	에이비엘바이오	'298380	"36,056"	"70.1"
Q	'섬유/의류	더네이쳐홀딩스	'298540	"1,773"	"58.0"
K	'운송/창고	에어부산	'298690	"2,449"	"58.0"
Q	IT 서비스	슈어소프트테크	'298830	"2,815"	"57.6"
Q	'기계/장비	하나기술	'299030	"1,771"	"70.7"
Q	'오락/문화	위지윅스튜디오	'299900	"2,326"	"61.0"
Q	IT 서비스	플리토	'300080	"1,474"	"68.7"
Q	IT 서비스	라온피플	'300120	"968"	"55.2"
Q	IT 서비스	바이브컴퍼니	'301300	"738"	"72.1"
Q	'기계/장비	이노메트리	'302430	"816"	"57.2"
Q	'의료/정밀기기	리메드	'302550	"1,088"	"63.7"
Q	'전기/전자	지니틱스	'303030	"378"	"64.8"
Q	'의료/정밀기기	프로티아	'303360	"420"	"57.4"
Q	IT 서비스	이노뎁	'303530	"520"	"61.5"
Q	'의료/정밀기기	마이크로디지탈	'305090	"1,683"	"73.1"
Q	'전기/전자	아이엘	'307180	"825"	"73.9"
Q	제약	원바이오젠	'307280	"417"	"64.5"
Q	IT 서비스	비투엔	'307870	"586"	"68.1"
K	'운송장비/부품	씨티알모빌리티	'308170	"556"	"51.0"
Q	제약	셀비온	'308430	"2,608"	"60.5"
Q	유통	오하임앤컴퍼니	'309930	"756"	"69.0"
Q	'오락/문화	애니플러스	'310200	"2,116"	"61.0"
Q	일반서비스	보로노이	'310210	"17,616"	"58.1"
Q	'운송장비/부품	디와이씨	'310870	"314"	"73.5"
Q	'음식료/담배	네오크레마	'311390	"785"	"67.7"
Q	'의료/정밀기기	바이오다인	'314930	"4,777"	"52.5"
Q	IT 서비스	딥노이드	'315640	"1,405"	"68.7"
Q	화학	덕산테코피아	'317330	"3,450"	"51.3"
Q	'의료/정밀기기	퀀타매트릭스	'317690	"614"	"64.9"
Q	'기계/장비	대모	'317850	"619"	"70.0"
Q	기타제조	엔바이오니아	'317870	"1,358"	"71.6"
Q	화학	KBG	'318000	"399"	"63.6"
Q	'전기/전자	포인트모바일	'318020	"550"	"56.2"
Q	'섬유/의류	셀바이오휴먼텍	'318160	"662"	"51.6"
Q	화학	비비씨	'318410	"482"	"69.1"
Q	'기계/장비	피에스케이	'319660	"5,591"	"67.0"
Q	'기계/장비	한울반도체	'320000	"932"	"73.0"
Q	'전기/전자	센서뷰	'321370	"527"	"73.9"
Q	일반서비스	티움바이오	'321550	"1,489"	"61.7"
Q	IT 서비스	LS티라유텍	'322180	"1,082"	"71.6"
Q	'기계/장비	태성	'323280	"8,540"	"62.4"
Q	'의료/정밀기기	다원넥스뷰	'323350	"586"	"54.7"
K	은행	카카오뱅크	'323410	"132,603"	"72.2"
Q	일반서비스	네패스아크	'330860	"1,412"	"62.2"
Q	'전기/전자	포커스에이아이	'331380	"349"	"62.4"
Q	IT 서비스	밸로프	'331520	"307"	"67.9"
Q	'전기/전자	PS일렉트로닉스	'332570	"1,608"	"67.6"
Q	'의료/정밀기기	프리시젼바이오	'335810	"302"	"70.3"
Q	'의료/정밀기기	비올	'335890	"6,338"	"62.1"
Q	IT 서비스	웨이버스	'336060	"608"	"52.0"
K	'전기/전자	두산퓨얼셀	'336260	"12,149"	"61.9"
Q	'전기/전자	탑런토탈솔루션	'336680	"931"	"25.9"
Q	일반서비스	와이바이오로직스	'338840	"1,459"	"69.9"
Q	제약	티앤엘	'340570	"5,072"	"56.7"
Q	'기계/장비	유일에너테크	'340930	"493"	"55.0"
K	비금속	KCC글라스	'344820	"5,103"	"56.2"
Q	화학	이노진	'344860	"257"	"58.6"
Q	'의료/정밀기기	센코	'347000	"840"	"65.2"
Q	'전기/전자	핌스	'347770	"378"	"60.4"
Q	IT 서비스	모비릭스	'348030	"435"	"52.0"
Q	일반서비스	큐라티스	'348080	"763"	"52.8"
Q	일반서비스	고바이오랩	'348150	"932"	"70.0"
Q	'기계/장비	넥스틴	'348210	"5,595"	"70.4"
K	'오락/문화	하이브	'352820	"123,290"	"52.2"
Q	IT 서비스	오비고	'352910	"586"	"68.9"
Q	화학	인바이오	'352940	"304"	"69.1"
Q	'음식료/담배	휴럼	'353190	"284"	"62.4"
K	'전기/전자	대덕전자	'353200	"7,704"	"67.2"
Q	유통	오토앤	'353590	"468"	"74.2"
Q	금속	알멕	'354320	"1,566"	"70.9"
Q	'전기/전자	코스텍시스	'355150	"927"	"50.9"
Q	IT 서비스	크라우드웍스	'355390	"883"	"73.8"
Q	'전기/전자	에이텀	'355690	"259"	"61.2"
Q	'전기/전자	티엘비	'356860	"1,996"	"67.9"
Q	화학	석경에이티	'357550	"2,678"	"59.0"
Q	화학	솔브레인	'357780	"12,990"	"53.5"
Q	일반서비스	지아이이노베이션	'358570	"13,648"	"71.4"
Q	'의료/정밀기기	코셈	'360350	"463"	"66.4"
Q	'오락/문화	알비더블유	'361570	"721"	"60.8"
Q	'전기/전자	삼영에스앤씨	'361670	"258"	"51.8"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'기계/장비	에이아이코리아	'364950	"798"	"65.7"
Q	화학	성일하이텍	'365340	"4,140"	"63.8"
Q	'전기/전자	하이딥	'365590	"978"	"51.4"
Q	기타제조	브이씨	'365900	"260"	"60.9"
Q	IT 서비스	플래티어	'367000	"363"	"55.6"
Q	'의료/정밀기기	파이버프로	'368770	"2,306"	"50.9"
Q	'음식료/담배	오에스피	'368970	"265"	"52.3"
Q	'의료/정밀기기	퓨런티어	'370090	"1,515"	"69.3"
Q	일반서비스	큐로셀	'372320	"4,397"	"65.4"
K	'의료/정밀기기	한컴라이프케어	'372910	"933"	"63.9"
Q	제약	엑셀세라퓨틱스	'373110	"360"	"73.2"
Q	일반서비스	데이원컴퍼니	'373160	"914"	"68.4"
Q	기타제조	엑스플러스	'373200	"654"	"58.5"
K	건설	DL이앤씨	'375500	"18,612"	"74.3"
Q	일반서비스	에이치이엠파마	'376270	"1,511"	"63.2"
Q	제약	로킷헬스케어	'376900	"2,186"	"73.9"
Q	IT 서비스	원티드랩	'376980	"520"	"69.8"
Q	'음식료/담배	프롬바이오	'377220	"638"	"59.3"
Q	'전기/전자	이지트로닉스	'377330	"389"	"51.7"
Q	IT 서비스	리파인	'377450	"2,402"	"51.5"
Q	'기계/장비	필에너지	'378340	"2,798"	"55.8"
Q	'전기/전자	옵티코어	'380540	"883"	"57.2"
Q	'기계/장비	지앤비에스 에코	'382800	"1,232"	"70.4"
Q	'기계/장비	원준	'382840	"1,374"	"58.8"
Q	화학	에코프로에이치엔	'383310	"5,003"	"63.0"
K	금융	LX홀딩스	'383800	"6,911"	"56.1"
Q	일반서비스	디티앤씨알오	'383930	"521"	"67.2"
Q	'의료/정밀기기	파인메딕스	'387570	"427"	"60.3"
Q	'전기/전자	지투파워	'388050	"2,024"	"64.6"
Q	일반서비스	파로스아이바이오	'388870	"871"	"67.2"
Q	일반서비스	지니너스	'389030	"762"	"68.6"
Q	'오락/문화	포바이포	'389140	"2,017"	"73.3"
Q	'기계/장비	에스비비테크	'389500	"1,324"	"57.5"
Q	'의료/정밀기기	넥스트바이오메디컬	'389650	"3,795"	"54.9"
Q	IT 서비스	토마토시스템	'393210	"1,052"	"65.1"
Q	'전기/전자	더블유씨피	'393890	"2,498"	"63.5"
Q	화학	대진첨단소재	'393970	"1,435"	"72.4"
Q	IT 서비스	오픈엣지테크놀로지	'394280	"2,909"	"68.8"
Q	일반서비스	쓰리빌리언	'394800	"2,385"	"74.1"
Q	'전기/전자	넥스트칩	'396270	"1,277"	"56.5"
Q	금속	세아메카닉스	'396300	"650"	"51.7"
Q	'의료/정밀기기	에스지헬스케어	'398120	"430"	"58.1"
Q	'전기/전자	가온칩스	'399720	"4,964"	"51.8"
Q	IT 서비스	코난테크놀로지	'402030	"4,105"	"61.1"
K	금융	SK스퀘어	'402340	"183,967"	"67.7"
Q	'음식료/담배	우듬지팜	'403490	"949"	"60.3"
K	일반서비스	쏘카	'403550	"4,444"	"53.9"
Q	'기계/장비	HPSP	'403870	"23,087"	"56.7"
Q	기타제조	꿈비	'407400	"1,178"	"52.2"
Q	IT 서비스	핑거스토리	'417180	"464"	"58.0"
Q	'전기/전자	LS머트리얼즈	'417200	"7,746"	"52.9"
Q	'전기/전자	트루엔	'417790	"1,046"	"53.6"
Q	'기계/장비	저스템	'417840	"751"	"68.1"
Q	IT 서비스	시큐레터	'418250	"523"	"60.4"
Q	'전기/전자	라온텍	'418420	"1,083"	"70.6"
Q	IT 서비스	KT밀리의서재	'418470	"1,400"	"61.2"
Q	일반서비스	제이오	'418550	"2,776"	"57.4"
Q	IT 서비스	E8	'418620	"504"	"56.6"
Q	'기계/장비	엔젯	'419080	"772"	"62.5"
Q	'오락/문화	SAMG엔터	'419530	"6,920"	"74.7"
Q	'의료/정밀기기	비스토스	'419540	"368"	"56.8"
Q	'전기/전자	마이크로투나노	'424980	"527"	"59.5"
Q	화학	티이엠씨	'425040	"1,365"	"65.8"
Q	'전기/전자	시지트로닉스	'429270	"251"	"69.0"
Q	'전기/전자	퀄리타스반도체	'432720	"2,015"	"58.8"
Q	제약	엠에프씨	'432980	"363"	"50.5"
Q	IT 서비스	모니터랩	'434480	"542"	"62.7"
Q	IT 서비스	버넥트	'438700	"535"	"64.8"
Q	유통	블루엠텍	'439580	"1,769"	"72.9"
Q	'전기/전자	파두	'440110	"5,274"	"73.7"
Q	IT 서비스	오픈놀	'440320	"538"	"50.4"
Q	'전기/전자	파인엠텍	'441270	"1,920"	"65.2"
Q	유통	에스피소프트	'443670	"1,779"	"56.3"
Q	IT 서비스	심플랫폼	'444530	"737"	"63.5"
Q	'전기/전자	에이직랜드	'445090	"3,359"	"60.5"
Q	'의료/정밀기기	큐리옥스바이오시스템즈	'445680	"5,781"	"69.6"
Q	'전기/전자	코츠테크놀로지	'448710	"1,210"	"53.2"
Q	'의료/정밀기기	아스테라시스	'450950	"4,116"	"53.7"
Q	'기계/장비	아이엠티	'451220	"758"	"59.5"
Q	IT 서비스	컨텍	'451760	"1,428"	"68.7"
Q	'기계/장비	한빛레이저	'452190	"1,266"	"56.5"
Q	'의료/정밀기기	민테크	'452200	"879"	"60.5"
Q	금융	캡스톤파트너스	'452300	"494"	"66.2"
Q	'전기/전자	사피엔반도체	'452430	"1,807"	"66.3"
Q	일반서비스	그리드위즈	'453450	"1,644"	"71.2"
Q	'기계/장비	엔젤로보틱스	'455900	"3,530"	"69.8"
Q	'전기/전자	아이씨티케이	'456010	"2,161"	"71.5"
K	화학	OCI	'456040	"5,112"	"53.3"
Q	제약	이엔셀	'456070	"1,384"	"60.1"
K	화학	이수스페셜티케미컬	'457190	"12,249"	"63.7"
Q	화학	한켐	'457370	"673"	"55.5"
Q	일반서비스	우진엔텍	'457550	"2,054"	"54.9"
Q	'의료/정밀기기	씨어스테크놀로지	'458870	"2,499"	"71.5"
Q	'의료/정밀기기	아이빔테크놀로지	'460470	"522"	"71.9"
K	금속	동국씨엠	'460850	"1,943"	"66.2"
K	금속	동국제강	'460860	"4,738"	"66.2"
Q	'의료/정밀기기	피앤에스미캐닉스	'460940	"829"	"66.2"
Q	일반서비스	아이엠비디엑스	'461030	"1,264"	"63.9"
Q	'운송장비/부품	이노스페이스	'462350	"1,668"	"66.9"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'의료/정밀기기	라메디텍	'462510	"704"	"62.0"
K	IT 서비스	시프트업	'462870	"32,977"	"56.1"
Q	IT 서비스	아이지넷	'462980	"563"	"54.0"
Q	'의료/정밀기기	에스오에스랩	'464080	"2,171"	"67.6"
Q	'전기/전자	아이언디바이스	'464500	"507"	"58.3"
Q	'오락/문화	닷밀	'464580	"277"	"65.5"
K	'운송/창고	STX그린로지스	'465770	"824"	"53.5"
Q	IT 서비스	클로봇	'466100	"4,299"	"66.8"
Q	'기계/장비	아이비젼웍스	'469750	"294"	"51.5"
Q	'오락/문화	노머스	'473980	"3,263"	"67.0"
Q	'기계/장비	링크솔루션	'474650	"1,141"	"70.6"
Q	IT 서비스	미트박스	'475460	"726"	"70.4"
Q	기타제조	에이럭스	'475580	"1,730"	"52.7"
Q	화학	에스켐	'475660	"412"	"58.6"
Q	'의료/정밀기기	토모큐브	'475960	"3,260"	"55.5"
Q	일반서비스	오가노이드사이언스	'476040	"2,008"	"55.8"
K	금융	한화비전	'489790	"25,800"	"65.8"
Q		엑세스바이오	'950130	"2,184"	"68.9"
K		엘브이엠씨홀딩스	'900140	"3,660"	"52.9"
K	'음식료/담배	보해양조	'000890	"703"	"75.4"
K	제약	삼성제약	'001360	"1,788"	"89.5"
K	건설	삼부토건	'001470	"797"	"96.6"
K	'섬유/의류	비비안	'002070	"291"	"83.4"
K	제약	동성제약	'002210	"740"	"77.2"
K	건설	범양건영	'002410	"532"	"77.3"
K	유통	신일전자	'002700	"1,061"	"81.5"
K	제약	부광약품	'003000	"2,738"	"88.8"
K	유통	HLB글로벌	'003580	"1,525"	"94.1"
K	'운송/창고	동방	'004140	"1,302"	"76.8"
K	'음식료/담배	서울식품	'004410	"603"	"83.8"
K	'전기/전자	한솔테크닉스	'004710	"1,670"	"77.6"
K	제약	팜젠사이언스	'004720	"790"	"87.1"
K	'전기/전자	써니전자	'004770	"620"	"93.2"
K	'전기/전자	씨아이테크	'004920	"700"	"77.0"
K	'운송장비/부품	부산주공	'005030	"383"	"80.7"
K	유통	한창	'005110	"233"	"80.3"
K	금속	POSCO홀딩스	'005490	"213,663"	"81.0"
K	제약	파미셀	'005690	"6,674"	"90.6"
K	'전기/전자	삼성전자	'005930	"3,451,149"	"75.9"
Q	비금속	국영지앤엠	'006050	"481"	"82.8"
K	건설	GS건설	'006360	"19,684"	"75.0"
K	통신	인스코비	'006490	"2,174"	"89.0"
K	'종이/목재	영풍제지	'006740	"619"	"79.0"
Q	금속	보성파워텍	'006910	"1,619"	"85.0"
Q	제약	네이처셀	'007390	"18,590"	"82.1"
K	유통	윌비스	'008600	"320"	"86.1"
K	유통	호텔신라	'008770	"19,624"	"77.2"
K	'운송/창고	KCTC	'009070	"1,242"	"76.4"
K	금속	대양금속	'009190	"745"	"76.5"
Q	금속	이렘	'009730	"540"	"82.0"
K	유통	플레이그램	'009810	"554"	"77.5"
K	'운송장비/부품	삼성중공업	'010140	"155,672"	"75.7"
K	유통	웰바이오텍	'010600	"496"	"93.0"
K	제약	진원생명과학	'011000	"2,318"	"85.1"
Q	'섬유/의류	형지I&C	'011080	"402"	"85.9"
K	'섬유/의류	유니켐	'011330	"1,452"	"76.5"
Q	건설	서한	'011370	"913"	"86.1"
K	'기계/장비	한신기계	'011700	"1,192"	"78.8"
K	'전기/전자	신성이엔지	'011930	"3,071"	"78.1"
K	'오락/문화	아센디오	'012170	"426"	"89.1"
Q	'운송장비/부품	뉴인텍	'012340	"340"	"83.2"
Q	'운송장비/부품	CBI	'013720	"694"	"85.4"
Q	'운송장비/부품	광림	'014200	"913"	"75.2"
K	화학	한솔케미칼	'014680	"16,867"	"75.6"
K	'기계/장비	DKME	'015590	"1,220"	"77.7"
Q	건설	신원종합개발	'017000	"335"	"79.7"
K	'전기/전자	광명전기	'017040	"886"	"85.8"
K	제약	명문제약	'017180	"573"	"77.4"
Q	'기계/장비	유니슨	'018000	"2,734"	"89.7"
Q	제약	우진비앤지	'018620	"275"	"76.7"
K	'전기/전자	엑시큐어하이트론	'019490	"549"	"78.2"
Q	금융	에스유앤피	'019590	"1,050"	"85.1"
Q	IT 서비스	대신정보통신	'020180	"448"	"80.4"
Q	금속	제이스코홀딩스	'023440	"1,636"	"91.9"
Q	금융	CNH	'023460	"41"	"88.4"
K	건설	에쓰씨엔지니어링	'023960	"441"	"85.9"
Q	'전기/전자	시노펙스	'025320	"5,711"	"88.4"
K	'의료/정밀기기	미래산업	'025560	"466"	"84.6"
K	화학	제이준코스메틱	'025620	"405"	"75.4"
K	'종이/목재	한솔홈데코	'025750	"591"	"76.3"
Q	화학	상보	'027580	"620"	"78.7"
K	일반서비스	삼성E&A	'028050	"45,276"	"79.4"
Q	제약	HLB	'028300	"69,261"	"90.3"
Q	'전기/전자	광무	'029480	"1,320"	"81.1"
Q	IT 서비스	드래곤플라이	'030350	"135"	"91.8"
Q	유통	디에이치엑스컴퍼니	'031860	"200"	"79.8"
Q	IT 서비스	소프트센	'032680	"394"	"83.5"
Q	유통	엠젠솔루션	'032790	"493"	"86.5"
Q	'오락/문화	판타지오	'032800	"275"	"80.5"
Q	'전기/전자	우리기술	'032820	"4,511"	"91.5"
Q	유통	바이온	'032980	"135"	"93.6"
Q	IT 서비스	인성정보	'033230	"1,094"	"76.0"
Q	'기계/장비	파라텍	'033540	"543"	"89.5"
K	'음식료/담배	KT&G	'033780	"150,381"	"76.3"
Q	제약	조아제약	'034940	"316"	"80.0"
K	IT 서비스	NAVER	'035420	"317,666"	"85.0"
K	IT 서비스	카카오	'035720	"227,510"	"75.1"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'오락/문화	JYP Ent.	'035900	"27,005"	"77.3"
Q	유통	지더블유바이텍	'036180	"539"	"77.3"
K	IT 서비스	엔씨소프트	'036570	"38,025"	"77.7"
Q	화학	EG	'037370	"547"	"75.6"
Q	'전기/전자	루멘스	'038060	"432"	"77.7"
Q	일반서비스	마크로젠	'038290	"1,702"	"79.7"
Q	제약	오스코텍	'039200	"10,729"	"90.1"
Q	IT 서비스	한국전자인증	'041460	"777"	"81.0"
Q	IT 서비스	카페24	'042000	"11,278"	"76.4"
Q	유통	케이피엠테크	'042040	"528"	"79.5"
Q	건설	상지건설	'042940	"1,107"	"77.5"
Q	유통	더테크놀로지	'043090	"47"	"86.6"
Q	'기계/장비	티에스넥스젠	'043220	"272"	"92.5"
Q	비금속	자연과환경	'043910	"921"	"91.3"
Q	'기계/장비	조광ILI	'044060	"701"	"76.8"
Q	'기계/장비	에이치케이	'044780	"241"	"76.6"
Q	'전기/전자	대아티아이	'045390	"4,130"	"83.9"
Q	'운송장비/부품	코다코	'046070	"1,592"	"77.5"
Q	일반서비스	오르비텍	'046120	"821"	"87.5"
Q	제약	HLB파나진	'046210	"998"	"80.1"
Q	유통	우리로	'046970	"594"	"75.7"
Q	일반서비스	HLB제약	'047920	"6,263"	"79.1"
Q	화학	현대바이오	'048410	"4,922"	"87.3"
Q	제약	인트론바이오	'048530	"1,438"	"76.9"
Q	'의료/정밀기기	재영솔루텍	'049630	"791"	"82.0"
Q	'전기/전자	캠시스	'050110	"576"	"80.1"
Q	'전기/전자	쏠리드	'050890	"4,411"	"88.2"
Q	'전기/전자	토비스	'051360	"2,349"	"75.6"
Q	유통	피씨디렉트	'051380	"370"	"79.1"
Q	유통	에스티큐브	'052020	"4,467"	"95.9"
Q	제약	바이넥스	'053030	"5,413"	"86.7"
Q	'의료/정밀기기	세코닉스	'053450	"867"	"79.5"
Q	제약	경남제약	'053950	"519"	"81.8"
Q	'운송장비/부품	메디콕스	'054180	"162"	"83.1"
Q	'전기/전자	비츠로시스	'054220	"215"	"84.3"
Q	금속	삼영엠텍	'054540	"698"	"81.1"
Q	기타제조	에이디칩스	'054630	"126"	"95.8"
Q	건설	엑사이엔씨	'054940	"249"	"80.5"
K	금융	신한지주	'055550	"292,547"	"77.8"
Q	화학	신화인터텍	'056700	"580"	"79.5"
Q	'의료/정밀기기	옴니시스템	'057540	"579"	"76.5"
Q	'오락/문화	한주에이알티	'058450	"156"	"75.9"
Q	IT 서비스	엠게임	'058630	"1,083"	"76.8"
Q	제약	메타바이오메드	'059210	"1,537"	"75.6"
