시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'전기/전자	벡트	'457600	"466"	"35.7"
Q	'전기/전자	성우	'458650	"1,735"	"25.5"
Q	'전기/전자	위츠	'459100	"852"	"16.4"
Q	'기계/장비	나우로보틱스	'459510	"2,830"	"48.0"
Q	비금속	에스엠씨지	'460870	"1,216"	"49.4"
Q	'운송장비/부품	현대힘스	'460930	"7,262"	"43.9"
Q	IT 서비스	아이스크림미디어	'461300	"2,774"	"33.4"
K	비금속	조선내화	'462520	"1,611"	"19.8"
Q	통신	더즌	'462860	"2,607"	"18.9"
Q	'전기/전자	모티브링크	'463480	"1,306"	"30.0"
Q	제약	티디에스팜	'464280	"658"	"49.2"
Q	IT 서비스	인스피언	'465480	"689"	"27.0"
Q	IT 서비스	사이냅소프트	'466410	"641"	"47.1"
Q	'음식료/담배	셀로맥스사이언스	'471820	"585"	"16.1"
Q	유통	폰드그룹	'472850	"2,992"	"23.7"
Q	'운송장비/부품	루미르	'474170	"1,463"	"48.9"
Q	금속	RF시스템즈	'474610	"690"	"49.4"
K	건설	SK이터닉스	'475150	"7,679"	"46.9"
Q	'기계/장비	씨메스	'475400	"2,687"	"49.9"
Q	'전기/전자	키스트론	'475430	"1,205"	"36.4"
K	유통	더본코리아	'475560	"4,207"	"24.5"
Q	제약	오름테라퓨틱	'475830	"3,755"	"38.0"
Q	일반서비스	온코닉테라퓨틱스	'476060	"2,718"	"41.8"
Q	'오락/문화	M83	'476080	"1,083"	"49.5"
Q	'섬유/의류	블랙야크아이앤씨	'478560	"933"	"16.8"
Q	'전기/전자	위너스	'479960	"1,000"	"25.6"
K	건설	씨케이솔루션	'480370	"1,182"	"35.0"
Q	유통	에이유브랜즈	'481070	"3,151"	"32.2"
Q	화학	삼양엔씨켐	'482630	"2,052"	"28.8"
K	화학	달바글로벌	'483650	"19,951"	"46.5"
Q	'기계/장비	티엑스알로보틱스	'484810	"2,503"	"25.4"
K	'기계/장비	엠앤씨솔루션	'484870	"12,047"	"25.2"
K	금융	HS효성	'487570	"2,291"	"41.8"
Q	화학	바이오비쥬	'489460	"2,631"	"32.7"
Q	화학	엘케이켐	'489500	"1,293"	"36.3"
K	금융	GS피앤엘	'499790	"6,306"	"41.1"
Q		고스트스튜디오	'950190	"1,432"	"46.1"
Q		SBI핀테크솔루션즈	'950110	"1,185"	"9.5"
Q		JTC	'950170	"2,326"	"27.1"
K		프레스티지바이오파마	'950210	"7,392"	"48.0"
Q		잉글우드랩	'950140	"2,348"	"44.9"
Q		코오롱티슈진	'950160	"30,070"	"32.4"
Q		소마젠	'950200	"749"	"43.0"
Q		글로벌에스엠	'900070	"227"	"49.1"
Q		이스트아시아홀딩스	'900110	"373"	"53.4"
Q		헝셩그룹	'900270	"421"	"62.7"
Q		로스웰	'900260	"238"	"66.4"
Q		컬러레이	'900310	"512"	"54.4"
Q		윙입푸드	'900340	"652"	"54.8"
K	제약	동화약품	'000020	"1,824"	"61.7"
K	'운송장비/부품	KR모터스	'000040	"265"	"52.9"
K	제약	유한양행	'000100	"85,166"	"68.7"
K	일반서비스	성창기업지주	'000180	"1,173"	"61.2"
K	화학	DL	'000210	"9,283"	"50.5"
K	제약	유유제약	'000220	"778"	"59.4"
K	제약	일동홀딩스	'000230	"786"	"51.2"
K	금융	한국앤컴퍼니	'000240	"17,449"	"52.5"
Q	제약	삼천당제약	'000250	"37,860"	"61.5"
K	'운송장비/부품	기아	'000270	"386,538"	"59.6"
K	화학	삼화페인트	'000390	"1,670"	"63.8"
K	'운송장비/부품	대원강업	'000430	"2,334"	"59.9"
K	'기계/장비	대동	'000490	"2,748"	"63.0"
K	제약	삼일제약	'000520	"2,269"	"71.7"
시장	업종구분	종목명	종목코드	시가총액	유통비율
K	'전기/전자	SK하이닉스	'000660	"1,714,446"	"74.2"
K	일반서비스	유수홀딩스	'000700	"1,581"	"50.1"
K	건설	현대건설	'000720	"81,958"	"65.1"
K	보험	삼성화재	'000810	"200,839"	"67.5"
K	'기계/장비	화천기공	'000850	"715"	"51.2"
K	비금속	유니온	'000910	"749"	"59.9"
K	'섬유/의류	전방	'000950	"631"	"51.3"
K	'전기/전자	DB하이텍	'000990	"19,558"	"66.9"
K	제약	JW중외제약	'001060	"5,449"	"54.3"
K	금속	만호제강	'001080	"1,152"	"53.8"
K	유통	LX인터내셔널	'001120	"11,260"	"66.1"
K	'운송/창고	국보	'001140	"335"	"72.8"
K	증권	유진투자증권	'001200	"3,415"	"62.4"
K	'전기/전자	금호전기	'001210	"692"	"63.4"
K	화학	PKC	'001340	"2,502"	"55.4"
K	'운송장비/부품	태원물산	'001420	"310"	"53.2"
K	'전기/전자	대한전선	'001440	"29,720"	"57.7"
K	보험	현대해상	'001450	"23,602"	"64.9"
K	증권	현대차증권	'001500	"4,681"	"55.2"
K	증권	SK증권	'001510	"3,025"	"67.2"
K	유통	DI동일	'001530	"7,666"	"72.2"
K	화학	금양	'001570	"6,333"	"73.3"
K	'운송장비/부품	케이비아이동국실업	'001620	"545"	"51.5"
K	'음식료/담배	대상	'001680	"7,519"	"56.3"
K	증권	한양증권	'001750	"2,202"	"59.0"
K	금속	알루코	'001780	"2,276"	"53.2"
K	'전기/전자	삼화콘덴서	'001820	"2,677"	"70.6"
Q	건설	이화공영	'001840	"360"	"52.9"
K	'음식료/담배	고려산업	'002140	"777"	"51.5"
K	일반서비스	도화엔지니어링	'002150	"2,306"	"57.7"
Q	건설	삼일기업공사	'002290	"449"	"59.0"
K	'운송/창고	한진	'002320	"3,004"	"59.8"
K	화학	SH에너지화학	'002360	"579"	"66.7"
K	제약	한독	'002390	"1,606"	"56.6"
K	건설	HS화성	'002460	"1,097"	"67.4"
K	제약	오리엔트바이오	'002630	"1,059"	"64.3"
Q	'음식료/담배	한탑	'002680	"261"	"56.9"
K	금속	TCC스틸	'002710	"4,299"	"69.1"
K	제약	국제약품	'002720	"1,008"	"58.4"
K	화학	보락	'002760	"646"	"66.5"
K	건설	진흥기업	'002780	"1,132"	"51.4"
K	유통	삼영무역	'002810	"2,899"	"50.5"
K	'운송장비/부품	대유에이텍	'002880	"464"	"54.9"
K	'기계/장비	TYM	'002900	"2,271"	"58.4"
K	'운송장비/부품	유성기업	'002920	"524"	"50.1"
K	유통	혜인	'003010	"666"	"60.4"
K	'의료/정밀기기	디아이	'003160	"4,582"	"62.7"
K	제약	대원제약	'003220	"3,070"	"57.9"
K	'음식료/담배	삼양식품	'003230	"90,095"	"54.0"
Q	'음식료/담배	대주산업	'003310	"657"	"64.2"
K	'운송/창고	대한항공	'003490	"78,983"	"66.7"
K	증권	한화투자증권	'003530	"12,894"	"53.0"
K	증권	대신증권	'003540	"12,516"	"51.7"
K	금융	LG	'003550	"117,624"	"54.4"
K	'오락/문화	IHQ	'003560	"762"	"52.5"
K	'음식료/담배	한성기업	'003680	"315"	"51.8"
K	보험	코리안리	'003690	"19,365"	"70.4"
K	화학	삼영	'003720	"1,295"	"71.4"
K	화학	롯데정밀화학	'004000	"9,843"	"55.2"
K	금속	현대제철	'004020	"39,166"	"62.6"
K	'운송장비/부품	태양금속	'004100	"985"	"56.1"
K	금융	한솔홀딩스	'004150	"1,294"	"65.7"
K	유통	신세계	'004170	"16,541"	"61.7"
K	제약	현대약품	'004310	"1,115"	"58.0"
K	'음식료/담배	농심	'004370	"23,844"	"50.8"
K	화학	송원산업	'004430	"2,957"	"64.4"
K	'전기/전자	세방전지	'004490	"9,492"	"54.3"
K	'종이/목재	깨끗한나라	'004540	"804"	"60.0"
K	금속	현대비앤지스틸	'004560	"1,876"	"54.0"
Q	'음식료/담배	창해에탄올	'004650	"909"	"55.4"
K	화학	덕성	'004830	"977"	"70.3"
K	비금속	티웨이홀딩스	'004870	"758"	"53.7"
K	건설	한신공영	'004960	"994"	"63.2"
K	비금속	성신양회	'004980	"2,229"	"62.7"
K	금속	휴스틸	'005010	"2,854"	"51.6"
K	화학	코스모신소재	'005070	"10,891"	"70.2"
K	'음식료/담배	빙그레	'005180	"8,017"	"50.4"
Q	화학	동진쎄미켐	'005290	"15,322"	"65.0"
K	유통	온타이드	'005320	"334"	"65.0"
K	유통	모나미	'005360	"405"	"71.0"
K	'운송장비/부품	현대차	'005380	"407,468"	"66.2"
K	화학	코스모화학	'005420	"5,381"	"67.7"
K	제약	삼진제약	'005500	"2,711"	"73.3"
K	'섬유/의류	신영와코루	'005800	"1,133"	"51.0"
K	보험	DB손해보험	'005830	"79,933"	"61.5"
Q	'음식료/담배	한일사료	'005860	"1,541"	"56.3"
K	'전기/전자	휴니드	'005870	"1,574"	"69.9"
K	'운송/창고	대한해운	'005880	"5,797"	"50.9"
K	화학	이수화학	'005950	"1,425"	"69.3"
K	유통	화승인더	'006060	"2,575"	"55.6"
K	금융	한국전자홀딩스	'006200	"365"	"54.5"
K	금융	LS	'006260	"55,674"	"52.8"
K	'전기/전자	대원전선	'006340	"2,253"	"69.8"
K	'전기/전자	삼성SDI	'006400	"138,688"	"75.1"
Q	제약	동구바이오제약	'006620	"1,574"	"57.5"
K	화학	대한유화	'006650	"5,434"	"53.5"
Q	비금속	모헨즈	'006920	"329"	"61.5"
시장	업종구분	종목명	종목코드	시가총액	유통비율
K	유통	일신석재	'007110	"2,080"	"58.7"
K	IT 서비스	미래아이앤지	'007120	"306"	"72.3"
K	비금속	벽산	'007210	"1,561"	"55.5"
Q	제약	진양제약	'007370	"824"	"63.0"
K	금속	에이프로젠	'007460	"2,145"	"55.0"
Q	금속	와이엠	'007530	"513"	"59.2"
K	제약	일양약품	'007570	"2,437"	"67.1"
K	화학	동방아그로	'007590	"858"	"53.7"
K	'전기/전자	선도전기	'007610	"540"	"68.8"
K	'전기/전자	이수페타시스	'007660	"32,520"	"73.3"
K	화학	국도화학	'007690	"3,200"	"57.7"
Q	유통	소노스퀘어	'007720	"917"	"55.1"
Q	'기계/장비	에스엠코어	'007820	"751"	"71.1"
K	'섬유/의류	TP	'007980	"792"	"58.5"
K	금융	대덕	'008060	"2,637"	"55.2"
K	'종이/목재	이건산업	'008250	"611"	"58.1"
Q	'섬유/의류	원풍물산	'008290	"210"	"64.2"
K	금속	남선알미늄	'008350	"1,613"	"69.9"
K	금속	문배철강	'008420	"477"	"53.6"
Q	금속	부스타	'008470	"325"	"57.5"
K	'전기/전자	아남전자	'008700	"1,138"	"66.6"
K	금속	동양철관	'008970	"2,325"	"74.1"
K	'전기/전자	삼성전기	'009150	"95,160"	"73.5"
K	'운송/창고	한솔로지스틱스	'009180	"657"	"58.8"
K	'섬유/의류	신원	'009270	"1,955"	"50.6"
K	제약	광동제약	'009290	"3,009"	"56.3"
K	'운송장비/부품	아진전자부품	'009320	"513"	"61.5"
K	제약	한올바이오파마	'009420	"13,713"	"65.9"
K	금융	KC그린홀딩스	'009440	"176"	"60.3"
K	'종이/목재	한창제지	'009460	"445"	"59.9"
K	'전기/전자	삼화전기	'009470	"1,825"	"74.5"
K	금융	HD한국조선해양	'009540	"248,060"	"63.2"
Q	금속	삼보산업	'009620	"247"	"74.8"
K	화학	한화솔루션	'009830	"60,850"	"61.1"
K	'운송장비/부품	명신산업	'009900	"4,308"	"54.4"
K	금융	OCI홀딩스	'010060	"14,582"	"68.9"
K	'운송장비/부품	한국무브넥스	'010100	"1,328"	"57.9"
K	'전기/전자	LS ELECTRIC	'010120	"77,400"	"50.6"
Q	'전기/전자	대한광통신	'010170	"788"	"73.3"
Q	IT 서비스	아이티센엔텍	'010280	"677"	"58.0"
K	'운송장비/부품	HD현대미포	'010620	"73,494"	"57.0"
K	'기계/장비	화천기계	'010660	"1,113"	"59.4"
K	금속	퍼스텍	'010820	"2,097"	"55.6"
K	건설	삼호개발	'010960	"899"	"56.9"
K	'전기/전자	LG이노텍	'011070	"34,152"	"59.2"
K	제조	에넥스	'011090	"395"	"71.4"
K	'음식료/담배	CJ씨푸드	'011150	"1,074"	"53.5"
K	'운송/창고	HMM	'011200	"248,060"	"64.0"
K	'운송장비/부품	현대위아	'011210	"12,319"	"57.7"
K	'전기/전자	삼화전자	'011230	"774"	"57.3"
K	'섬유/의류	성안머티리얼스	'011300	"750"	"70.2"
Q	'운송장비/부품	유니크	'011320	"753"	"60.9"
K	'오락/문화	갤럭시아에스엠	'011420	"711"	"58.9"
K	화학	한농화성	'011500	"2,316"	"51.8"
K	'전기/전자	와이투솔루션	'011690	"1,101"	"71.1"
K	유통	현대코퍼레이션	'011760	"3,618"	"65.8"
K	화학	금호석유화학	'011780	"30,984"	"57.1"
K	유통	STX	'011810	"1,104"	"61.2"
K	IT 서비스	DB	'012030	"2,877"	"51.1"
K	'기계/장비	계양전기	'012200	"393"	"54.6"
K	'운송장비/부품	영화금속	'012280	"452"	"70.0"
K	'운송장비/부품	현대모비스	'012330	"262,246"	"64.1"
K	'운송장비/부품	한화에어로스페이스	'012450	"446,949"	"64.0"
K	IT 서비스	더존비즈온	'012510	"18,230"	"69.5"
K	화학	경인양행	'012610	"1,444"	"64.7"
Q	금속	원일특강	'012620	"343"	"55.2"
Q	유통	리드코프	'012700	"1,521"	"56.4"
K	일반서비스	에스원	'012750	"26,295"	"63.3"
Q	제약	신일제약	'012790	"804"	"63.7"
K	금속	대창	'012800	"1,275"	"51.0"
Q	'운송장비/부품	모베이스전자	'012860	"1,097"	"52.3"
K	유통	세우글로벌	'013000	"346"	"64.4"
Q	금속	하이록코리아	'013030	"3,713"	"58.6"
Q	'운송장비/부품	아진산업	'013310	"1,108"	"68.2"
K	금융	디와이	'013570	"1,178"	"56.4"
K	건설	계룡건설	'013580	"1,871"	"60.9"
Q	'기계/장비	스페코	'013810	"502"	"66.5"
K	제조	지누스	'013890	"3,688"	"53.7"
Q	유통	아가방컴퍼니	'013990	"1,881"	"57.7"
Q	유통	메디앙스	'014100	"255"	"61.0"
K	'운송/창고	한익스프레스	'014130	"422"	"50.2"
Q	유통	원익큐브	'014190	"537"	"67.1"
K	금속	금강공업	'014280	"1,337"	"52.0"
K	화학	극동유화	'014530	"1,409"	"55.0"
K	비금속	태경비케이	'014580	"1,325"	"52.8"
Q	금속	성광벤드	'014620	"9,300"	"58.8"
K	건설	HL D&I	'014790	"1,028"	"51.2"
K	화학	유니드	'014830	"5,637"	"52.4"
K	'전기/전자	성문전자	'014910	"265"	"68.6"
Q	'기계/장비	오리엔탈정공	'014940	"2,680"	"53.9"
K	부동산	이스타코	'015020	"342"	"71.3"
Q	'운송장비/부품	성우하이텍	'015750	"4,592"	"55.1"
K	'섬유/의류	대현	'016090	"853"	"52.7"
Q	'종이/목재	리더스코스메틱	'016100	"444"	"66.8"
Q	건설	SGC E&C	'016250	"545"	"55.2"
K	증권	삼성증권	'016360	"57,599"	"69.6"
K	제약	환인제약	'016580	"2,202"	"58.8"
Q	금융	큐캐피탈	'016600	"503"	"58.7"
시장	업종구분	종목명	종목코드	시가총액	유통비율
K	증권	DB증권	'016610	"3,404"	"59.5"
Q	유통	디모아	'016670	"254"	"51.4"
Q	'음식료/담배	현대사료	'016790	"1,873"	"59.6"
K	일반서비스	웅진	'016880	"1,854"	"68.0"
Q	유통	카스	'016920	"369"	"59.9"
Q	금속	세명전기	'017510	"1,153"	"61.2"
K	통신	SK텔레콤	'017670	"117,275"	"60.9"
K	'기계/장비	현대엘리베이터	'017800	"31,978"	"62.4"
K	화학	DS단석	'017860	"4,598"	"60.0"
Q	화학	한국알콜	'017890	"2,102"	"54.9"
K	금속	한국카본	'017960	"12,069"	"62.8"
K	IT 서비스	삼성에스디에스	'018260	"106,162"	"50.9"
Q	화학	브이티	'018290	"14,767"	"60.8"
K	금속	조일알미늄	'018470	"1,992"	"57.9"
K	'운송장비/부품	동원금속	'018500	"603"	"75.0"
Q	유통	바른손	'018700	"386"	"65.8"
K	제약	신풍제약	'019170	"5,457"	"61.4"
K	'전기/전자	티에이치엔	'019180	"516"	"57.2"
Q	금속	와이지-원	'019210	"2,135"	"65.5"
Q	'운송장비/부품	일지테크	'019540	"557"	"51.3"
Q	금융	SBI인베스트먼트	'019550	"1,288"	"55.7"
Q	금융	플루토스	'019570	"211"	"66.7"
Q	유통	글로본	'019660	"425"	"71.8"
Q	'기계/장비	에너토크	'019990	"756"	"74.7"
K	'섬유/의류	한섬	'020000	"3,725"	"55.2"
K	IT 서비스	키다리스튜디오	'020120	"1,360"	"55.5"
Q	일반서비스	시공테크	'020710	"792"	"51.0"
K	'전기/전자	일진디스플	'020760	"379"	"56.7"
K	금속	서원	'021050	"624"	"62.4"
Q	금융	에이티넘인베스트	'021080	"1,310"	"62.4"
K	일반서비스	코웨이	'021240	"67,379"	"74.1"
Q	화학	한국큐빅	'021650	"400"	"53.6"
K	'운송장비/부품	세원정공	'021820	"1,121"	"52.4"
Q	금융	메이슨캐피탈	'021880	"756"	"51.6"
Q	화학	TKG애강	'022220	"481"	"52.5"
Q	금속	태광	'023160	"5,923"	"52.0"
Q	IT 서비스	플레이위드	'023770	"265"	"69.4"
Q	금속	동일스틸럭스	'023790	"193"	"61.5"
K	'운송장비/부품	인지컨트롤스	'023800	"971"	"57.1"
Q	제약	대한약품	'023910	"1,836"	"58.7"
Q	유통	흥구석유	'024060	"2,394"	"64.8"
Q	'운송장비/부품	KB오토시스	'024120	"401"	"56.3"
K	금융	콜마홀딩스	'024720	"4,263"	"51.5"
Q	'운송장비/부품	한일단조	'024740	"845"	"66.7"
Q	'전기/전자	이화전기	'024810	"1,968"	"74.8"
Q	금속	KBI메탈	'024840	"692"	"68.7"
Q	금속	케이피에프	'024880	"973"	"58.8"
K	화학	대원화성	'024890	"375"	"51.5"
K	'운송장비/부품	디와이덕양	'024900	"878"	"56.4"
Q	유통	PN풍년	'024940	"469"	"59.0"
Q	유통	삼천리자전거	'024950	"608"	"52.3"
K	'전기/전자	한국단자	'025540	"6,524"	"61.6"
Q	금속	한국선재	'025550	"975"	"53.1"
Q	'음식료/담배	케이씨피드	'025880	"484"	"65.3"
Q	일반서비스	아난티	'025980	"9,395"	"66.9"
Q	기타제조	제이에스티나	'026040	"555"	"53.3"
Q	건설	특수건설	'026150	"1,376"	"72.0"
K	금융	스틱인베스트먼트	'026890	"4,401"	"67.5"
Q	금속	광진실업	'026910	"197"	"57.3"
Q	'전기/전자	서울전자통신	'027040	"166"	"58.1"
Q	화학	코리아나	'027050	"956"	"60.4"
Q	'음식료/담배	팜스토리	'027710	"1,464"	"52.6"
K	'음식료/담배	마니커	'027740	"591"	"67.5"
Q	IT 서비스	휴맥스홀딩스	'028080	"276"	"50.3"
K	유통	삼성물산	'028260	"281,991"	"58.8"
K	일반서비스	제일기획	'030000	"22,778"	"59.5"
K	IT 서비스	NICE평가정보	'030190	"8,492"	"53.2"
K	통신	KT	'030200	"130,043"	"59.8"
K	증권	다올투자증권	'030210	"2,302"	"72.4"
Q	IT 서비스	한글과컴퓨터	'030520	"6,807"	"63.9"
K	소형주	동원수산	'030720	"279"	"75.0"
Q	통신	아이즈비전	'031310	"458"	"62.0"
Q	'운송장비/부품	오스템	'031510	"305"	"74.9"
K	IT 서비스	아이티센씨티에스	'031820	"787"	"74.2"
Q	'섬유/의류	아즈텍WB	'032080	"286"	"56.3"
Q	'운송/창고	삼일	'032280	"255"	"63.6"
K	일반서비스	롯데관광개발	'032350	"10,258"	"62.3"
Q	'전기/전자	케이엠더블유	'032500	"4,392"	"66.4"
Q	'전기/전자	피델릭스	'032580	"404"	"69.5"
K	통신	LG유플러스	'032640	"57,283"	"60.8"
Q	'전기/전자	삼진	'032750	"418"	"55.8"
Q	IT 서비스	비트컴퓨터	'032850	"878"	"68.4"
Q	유통	원익	'032940	"1,221"	"53.5"
Q	화학	제이엠아이	'033050	"287"	"58.8"
Q	'전기/전자	제룡전기	'033100	"5,670"	"66.9"
Q	IT 서비스	디지틀조선	'033130	"587"	"70.9"
Q	'전기/전자	엠케이전자	'033160	"1,675"	"59.3"
Q	'전기/전자	시그네틱스	'033170	"583"	"61.4"
K	'전기/전자	자화전자	'033240	"3,029"	"57.0"
K	'운송장비/부품	체시스	'033250	"422"	"63.8"
K	제약	유나이티드제약	'033270	"3,397"	"52.5"
Q	'전기/전자	엠투엔	'033310	"863"	"60.8"
Q	유통	제이씨현시스템	'033320	"1,160"	"52.5"
Q	화학	동성화인텍	'033500	"8,127"	"61.9"
K	'운송장비/부품	SJG세종	'033530	"1,260"	"53.1"
Q	'전기/전자	네패스	'033640	"2,276"	"72.7"
Q	'전기/전자	피노	'033790	"1,060"	"69.6"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'오락/문화	티비씨	'033830	"719"	"60.4"
K	'기계/장비	두산에너빌리티	'034020	"349,746"	"68.6"
K	'오락/문화	SBS	'034120	"5,074"	"63.7"
K	'전기/전자	LG디스플레이	'034220	"44,200"	"55.4"
K	일반서비스	HS애드	'035000	"1,284"	"62.8"
Q	유통	그래디언트	'035080	"1,967"	"54.7"
Q	화학	프럼파스트	'035200	"352"	"58.7"
K	'오락/문화	강원랜드	'035250	"37,183"	"57.4"
Q	'전기/전자	기산텔레콤	'035460	"348"	"64.8"
K	IT 서비스	신세계 I&C	'035510	"2,010"	"50.2"
Q	IT 서비스	KG이니시스	'035600	"2,813"	"55.2"
Q	'오락/문화	바른손이앤에이	'035620	"342"	"71.6"
Q	'오락/문화	CJ ENM	'035760	"16,995"	"51.8"
Q	'전기/전자	아비코전자	'036010	"707"	"60.4"
Q	'기계/장비	위지트	'036090	"861"	"64.5"
Q	'전기/전자	에이치엠넥스	'036170	"610"	"63.1"
Q	건설	금화피에스시	'036190	"1,902"	"59.4"
Q	'기계/장비	유니셈	'036200	"1,901"	"66.9"
K	'오락/문화	콘텐트리중앙	'036420	"2,352"	"56.9"
Q	제약	대성미생물	'036480	"316"	"61.4"
Q	유통	감성코퍼레이션	'036620	"5,289"	"71.2"
Q	화학	HRS	'036640	"886"	"52.7"
Q	'전기/전자	코맥스	'036690	"459"	"51.4"
Q	'전기/전자	에프에스티	'036810	"3,893"	"67.5"
Q	'기계/장비	진성티이씨	'036890	"2,374"	"52.4"
Q	'기계/장비	주성엔지니어링	'036930	"14,677"	"66.9"
Q	'전기/전자	파워넷	'037030	"564"	"60.0"
K	IT 서비스	YG PLUS	'037270	"4,155"	"66.3"
Q	일반서비스	성도이엔지	'037350	"709"	"56.6"
Q	유통	우리엔터프라이즈	'037400	"297"	"64.2"
Q	일반서비스	희림	'037440	"743"	"72.5"
Q	유통	서린바이오	'038070	"711"	"66.2"
Q	'운송장비/부품	에코플라스틱	'038110	"1,260"	"68.5"
Q	'전기/전자	바이오스마트	'038460	"937"	"71.9"
Q	유통	케이바이오	'038530	"317"	"66.7"
Q	IT 서비스	상상인	'038540	"1,109"	"65.8"
Q	유통	위즈코프	'038620	"474"	"68.3"
Q	IT 서비스	에스넷	'038680	"927"	"66.6"
Q	일반서비스	에코바이오	'038870	"588"	"62.5"
Q	'전기/전자	아이에이	'038880	"868"	"69.0"
Q	'전기/전자	파인디지털	'038950	"341"	"50.5"
Q	'전기/전자	현대에이치티	'039010	"649"	"51.5"
Q	'기계/장비	이오테크닉스	'039030	"17,913"	"67.0"
K	일반서비스	하나투어	'039130	"8,101"	"71.1"
Q	금속	경남스틸	'039240	"859"	"57.7"
Q	IT 서비스	인포뱅크	'039290	"569"	"57.3"
Q	IT 서비스	세중	'039310	"290"	"67.9"
Q	통신	케이엘넷	'039420	"853"	"57.2"
Q	'기계/장비	에스티아이	'039440	"3,182"	"66.0"
K	증권	키움증권	'039490	"47,730"	"52.5"
Q	'전기/전자	다산네트웍스	'039560	"1,200"	"70.2"
Q	'기계/장비	화성밸브	'039610	"1,124"	"54.2"
Q	유통	한국정보공학	'039740	"229"	"51.7"
Q	'의료/정밀기기	디오	'039840	"2,733"	"61.8"
Q	'의료/정밀기기	나노엔텍	'039860	"1,175"	"58.9"
Q	IT 서비스	폴라리스AI	'039980	"2,028"	"56.8"
Q	IT 서비스	누리플렉스	'040160	"452"	"55.5"
Q	'오락/문화	YTN	'040300	"1,285"	"68.9"
Q	IT 서비스	크레오에스지	'040350	"1,117"	"58.1"
Q	일반서비스	정상제이엘에스	'040420	"959"	"53.0"
Q	'기계/장비	아이씨디	'040910	"800"	"64.7"
Q	IT 서비스	폴라리스오피스	'041020	"2,844"	"71.8"
Q	금융	우리기술투자	'041190	"8,173"	"61.8"
Q	'기계/장비	현대에버다임	'041440	"1,426"	"53.1"
Q	'오락/문화	에스엠	'041510	"30,290"	"58.2"
Q	건설	플래스크	'041590	"1,161"	"69.4"
Q	'의료/정밀기기	인바디	'041830	"3,404"	"61.8"
Q	제약	폴라리스AI파마	'041910	"1,084"	"68.9"
Q	'의료/정밀기기	메디아나	'041920	"1,142"	"57.5"
Q	제약	코미팜	'041960	"3,709"	"59.0"
Q	IT 서비스	라온시큐어	'042510	"1,321"	"57.4"
Q	제약	한스바이오메드	'042520	"1,319"	"72.9"
K	'기계/장비	HD현대인프라코어	'042670	"19,548"	"63.4"
Q	'의료/정밀기기	알파녹스	'043100	"697"	"65.7"
Q	'전기/전자	파루	'043200	"704"	"74.9"
Q	'전기/전자	디지아이	'043360	"203"	"58.0"
Q	'오락/문화	KT지니뮤직	'043610	"1,232"	"64.0"
Q	건설	KD	'044180	"172"	"73.6"
K	'전기/전자	주연테크	'044380	"247"	"61.9"
K	'운송/창고	KSS해운	'044450	"2,316"	"55.8"
Q	화학	빌리언스	'044480	"131"	"62.3"
Q	유통	이글벳	'044960	"559"	"58.7"
Q	'전기/전자	에이치엔에스하이텍	'044990	"1,277"	"61.3"
Q	화학	오공	'045060	"440"	"69.0"
Q	'전기/전자	성우테크론	'045300	"299"	"54.4"
Q	IT 서비스	토탈소프트	'045340	"549"	"69.3"
Q	유통	정원엔시스	'045510	"324"	"67.1"
Q	'기계/장비	크린앤사이언스	'045520	"293"	"61.5"
Q	'전기/전자	에이텍	'045660	"1,298"	"63.6"
Q	'전기/전자	코아시아	'045970	"993"	"74.7"
Q	'전기/전자	백금T&A	'046310	"492"	"72.4"
Q	'오락/문화	삼화네트웍스	'046390	"540"	"53.1"
Q	'전기/전자	서울반도체	'046890	"3,930"	"68.1"
Q	건설	우원개발	'046940	"549"	"65.0"
Q	IT 서비스	한빛소프트	'047080	"352"	"67.7"
Q	'전기/전자	파워로직스	'047310	"1,779"	"64.3"
K	비금속	유니온머티리얼	'047400	"701"	"60.0"
Q	IT 서비스	이스트소프트	'047560	"2,417"	"66.4"
K	'운송장비/부품	한국항공우주	'047810	"95,233"	"72.2"
시장	업종구분	종목명	종목코드	시가총액	유통비율
Q	'오락/문화	초록뱀미디어	'047820	"1,203"	"60.5"
Q	유통	대동스틸	'048470	"423"	"53.3"
Q	화학	엔피케이	'048830	"204"	"50.6"
Q	'의료/정밀기기	시너지이노베이션	'048870	"2,542"	"61.7"
Q	유통	대원미디어	'048910	"1,322"	"59.2"
Q	'전기/전자	인탑스	'049070	"2,816"	"53.5"
Q	'전기/전자	기가레인	'049080	"438"	"72.5"
Q	제약	셀루메드	'049180	"561"	"67.8"
Q	'의료/정밀기기	코메론	'049430	"930"	"63.9"
Q	IT 서비스	SGA	'049470	"240"	"61.1"
Q	IT 서비스	오픈베이스	'049480	"768"	"59.3"
Q	화학	잉크테크	'049550	"676"	"58.2"
K	'기계/장비	우진플라임	'049800	"400"	"59.1"
Q	'기계/장비	미래컴퍼니	'049950	"1,393"	"63.1"
Q	일반서비스	비케이홀딩스	'050090	"167"	"65.7"
Q	화학	에스폴리텍	'050760	"269"	"60.3"
Q	'기계/장비	아세아텍	'050860	"522"	"50.2"
Q	IT 서비스	지어소프트	'051160	"1,640"	"64.9"
Q	'전기/전자	인터플렉스	'051370	"1,918"	"52.3"
Q	'기계/장비	나라엠앤디	'051490	"552"	"73.7"
